,Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year,Track_Length,Track_Word_Length,Track_Transformed,Track_Language
303,you are the sunshine of my life,Stevie Wonder,2:58,4,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,69,1973,31,7,you are  sunshine   life,ENGLISH
304,drift away,Dobie Gray,4:15,4,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,67,1973,10,2,drift away,ENGLISH
305,saturday night’s alright for fighting,Elton John,4:55,4,0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,67,1973,37,5,saturday night’s alright  fighting,ENGLISH
306,get down,Gilbert O’Sullivan,3:31,4,0.877,0.56,7,-8.529,1,0.0621,0.156,0.000139,0.0535,0.969,110.86,67,1973,8,2,get down,ENGLISH
307,midnight train to georgia,Gladys Knight & the Pips,4:39,4,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,67,1973,25,4,midnight train  georgia,ENGLISH
308,i am woman,Helen Reddy,3:52,4,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,67,1973,10,3, am woman,ENGLISH
309,rocky mountain high,John Denver,4:43,4,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,67,1973,19,3,rocky mountain high,ENGLISH
310,stir it up,Johnny Nash,3:37,4,0.688,0.487,9,-8.256,1,0.174,0.157,0.00304,0.0488,0.926,146.035,67,1973,10,3,stir  up,FRENCH
311,higher ground,Stevie Wonder,3:42,4,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,67,1973,13,2,higher ground,ENGLISH
312,yesterday once more,The Carpenters,3:53,4,0.254,0.38,4,-13.806,1,0.0337,0.672,0.0,0.379,0.408,168.496,67,1973,19,3,yesterday once more,ENGLISH
313,love train,The O’Jays,2:58,4,0.743,0.572,0,-9.627,1,0.0493,0.186,1.44e-05,0.163,0.675,122.658,67,1973,10,2,love train,ENGLISH
314,it never rains in southern california,Albert Hammond,3:53,4,0.626,0.565,9,-10.027,1,0.0271,0.124,0.0,0.0811,0.924,116.61,66,1973,37,6, never rains  southern california,ENGLISH
315,ramblin’ man,The Allman Brothers Band,4:48,4,0.305,0.824,1,-8.33,1,0.0354,0.51,0.00292,0.272,0.921,179.404,66,1973,12,2,ramblin’ man,ENGLISH
316,clair,Gilbert O’Sullivan,4:28,4,0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,65,1973,5,1,clair,FRENCH
317,me and mrs. jones,Billy Paul,4:44,3,0.294,0.528,8,-10.01,1,0.0471,0.234,0.0,0.147,0.452,200.813,64,1973,17,4,  mrs. jones,ENGLISH
318,the night the lights went out in georgia,Vicki Lawrence,4:17,4,0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,64,1973,40,8, night  lights went out  georgia,ENGLISH
319,smoke on the water,Deep Purple,5:42,4,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,63,1973,18,4,smoke   water,ENGLISH
320,kodachrome,Paul Simon,3:35,4,0.592,0.705,1,-10.276,0,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,63,1973,10,1,kodachrome,ENGLISH
321,if you want me to stay,Sly & the Family Stone,3:00,4,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,63,1973,22,6, you want   stay,ENGLISH
322,delta dawn,Helen Reddy,2:55,4,0.619,0.507,5,-7.677,1,0.0335,0.71,0.0,0.258,0.694,77.995,62,1973,10,2,delta dawn,ENGLISH
323,danny’s song,Anne Murray,4:14,4,0.505,0.258,11,-12.193,0,0.0297,0.805,0.0,0.12,0.641,141.003,61,1973,12,2,danny’s song,ENGLISH
324,shambala,Three Dog Night,3:24,4,0.551,0.62,9,-11.464,1,0.0348,0.64,0.00147,0.559,0.834,127.495,61,1973,8,1,shambala,SPANISH
325,give me love (give me peace on earth),George Harrison,3:35,4,0.365,0.57,5,-11.674,1,0.0466,0.499,0.0128,0.13,0.639,81.149,60,1973,37,8,give  love give  peace  earth,ENGLISH
326,we’re an american band,Grand Funk Railroad,3:27,4,0.637,0.89,7,-4.872,1,0.0676,0.119,6.5e-05,0.103,0.923,127.688,60,1973,22,4,  american band,ENGLISH
327,all i know,Garfunkel,1:58,4,0.719,0.549,10,-8.297,1,0.147,0.327,0.148,0.117,0.192,102.092,59,1973,10,3,all  know,ENGLISH
328,superfly,Curtis Mayfield,3:53,4,0.784,0.708,2,-9.141,1,0.11,0.457,7.5e-05,0.0913,0.748,120.11,57,1973,8,1,superfly,ENGLISH
329,the cover of the rolling stone,Dr. Hook & The Medicine Show,2:52,4,0.614,0.56,9,-8.168,1,0.0699,0.201,0.0,0.214,0.826,142.332,57,1973,30,6, cover   rolling stone,ENGLISH
330,right place wrong time,Dr. John,2:55,4,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,57,1973,22,4,right place wrong time,ENGLISH
331,frankenstein,The Edgar Winter Group,3:22,4,0.826,0.745,2,-6.091,1,0.141,0.13,1.32e-05,0.178,0.883,119.92,57,1973,12,1,frankenstein,GERMAN
332,here i am (come and take me),Al Green,4:02,4,0.802,0.621,5,-7.932,0,0.0377,0.0975,0.0256,0.0627,0.81,95.906,56,1973,28,7,here  am come  take ,ENGLISH
333,i’m gonna love you just a little more baby,Barry White,7:11,4,0.606,0.486,7,-13.553,0,0.0411,0.0111,0.00144,0.0757,0.81,87.568,56,1973,42,9,  love you just  little more baby,ENGLISH
334,neither one of us (wants to be the first to say goodbye),Gladys Knight & the Pips,4:24,4,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,55,1973,56,12,neither one   wants    first  say goodbye,ENGLISH
335,loves me like a rock,Paul Simon,3:33,4,0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,55,1973,20,5,loves  like  rock,ENGLISH
336,natural high,Bloodstone,4:00,3,0.347,0.365,4,-10.23,1,0.0442,0.646,2.44e-06,0.21,0.378,169.792,54,1973,12,2,natural high,ENGLISH
337,monster mash,Bobby ‘Boris’ Pickett,3:12,4,0.541,0.504,11,-14.191,0,0.457,0.375,0.0,0.421,0.707,68.482,54,1973,12,2,monster mash,ENGLISH
338,trouble man,Marvin Gaye,3:48,4,0.677,0.415,9,-9.869,0,0.0304,0.541,0.0136,0.104,0.487,107.107,54,1973,11,2,trouble man,ENGLISH
339,that lady,The Isley Brothers,5:34,4,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,54,1973,9,2, lady,ENGLISH
340,your mama don’t dance,Loggins and Messina,2:47,4,0.545,0.816,0,-7.37,1,0.0343,0.0471,1.18e-05,0.163,0.962,146.211,53,1973,21,4, mama  dance,FRENCH
341,diamond girl,Seals and Crofts,4:13,4,0.575,0.386,4,-12.012,0,0.0319,0.463,0.00176,0.0576,0.414,138.467,53,1973,12,2,diamond girl,ENGLISH
342,why can’t we live together,Timmy Thomas,5:28,4,0.837,0.322,10,-10.161,1,0.0356,0.81,0.875,0.0966,0.962,104.499,53,1973,26,5,   live together,ENGLISH
343,i believe in you (you believe in me),Johnnie Taylor,3:21,4,0.612,0.744,8,-5.671,1,0.033,0.125,2.57e-06,0.0978,0.527,113.009,52,1973,36,8, believe  you you believe  ,ENGLISH
344,touch me in the morning,Diana Ross,3:27,4,0.356,0.615,6,-7.211,1,0.0315,0.456,0.0,0.0477,0.602,137.186,51,1973,23,5,touch    morning,ENGLISH
345,hocus pocus,Focus,6:42,4,0.267,0.722,2,-7.344,1,0.102,0.00596,0.893,0.35,0.347,184.093,50,1973,11,2,hocus pocus,ENGLISH
346,the cisco kid,War,3:47,4,0.849,0.843,9,-7.154,0,0.105,0.209,0.00292,0.0309,0.963,141.926,50,1973,13,3, cisco kid,ENGLISH
347,boogie woogie bugle boy,Bette Midler,2:41,4,0.64,0.479,7,-11.55,1,0.467,0.881,0.000171,0.0973,0.79,166.868,49,1973,23,4,boogie woogie bugle boy,GERMAN
348,pillow talk,Sylvia,10:45,4,0.919,0.362,8,-8.331,1,0.368,0.576,0.0,0.134,0.416,104.987,49,1973,11,2,pillow talk,ENGLISH
349,break up to make up,The Stylistics,3:59,3,0.583,0.301,4,-10.598,1,0.0243,0.883,0.0,0.334,0.337,79.364,49,1973,19,5,break up  make up,ENGLISH
350,dueling banjos,Eric Weissberg & Steve Mandell,3:14,4,0.417,0.484,9,-8.781,1,0.0791,0.409,0.959,0.0663,0.501,149.79,48,1973,14,2,dueling banjos,ENGLISH
351,uneasy rider,Charlie Daniels Band,4:24,4,0.771,0.632,0,-14.352,1,0.0655,0.0898,9.17e-06,0.178,0.823,107.308,47,1973,12,2,uneasy rider,ENGLISH
352,feelin’ stronger every day,Chicago,4:14,4,0.375,0.878,0,-6.099,1,0.0649,0.00946,0.0091,0.279,0.667,159.833,47,1973,26,4,feelin’ stronger every day,ENGLISH
353,let’s get it on,Marvin Gaye,4:05,4,0.619,0.718,3,-4.997,1,0.0515,0.145,1.81e-06,0.0848,0.554,83.584,47,1973,15,4,let’s get  ,ENGLISH
354,space race,Billy Preston,2:32,4,0.677,0.671,2,-10.07,1,0.029,0.0506,7.8e-05,0.359,0.676,124.975,46,1973,10,2,space race,ENGLISH
355,the morning after,Maureen McGovern,5:40,4,0.63,0.436,10,-12.507,0,0.0426,0.302,0.00019,0.117,0.601,169.142,44,1973,17,3, morning after,ENGLISH
356,will it go round in circles,Billy Preston,4:27,4,0.688,0.954,1,-3.767,1,0.0323,0.484,0.000688,0.259,0.89,98.111,43,1973,27,6,  go round  circles,ENGLISH
357,little willy,Sweet,3:12,4,0.662,0.772,11,-7.135,1,0.0356,0.332,1.22e-06,0.314,0.914,127.025,43,1973,12,2,little willy,ENGLISH
358,call me (come back home),Al Green,3:04,4,0.683,0.392,10,-13.213,1,0.0293,0.596,3.43e-06,0.227,0.679,99.79,42,1973,24,5,call  come back home,ENGLISH
359,you ought to be with me,Al Green,3:19,4,0.711,0.44,7,-11.501,0,0.0332,0.472,0.000149,0.131,0.577,107.603,41,1973,23,6,you ought    ,ENGLISH
360,half-breed,Cher,2:47,4,0.646,0.467,9,-12.678,0,0.0325,0.524,0.0,0.329,0.877,102.704,41,1973,10,1,half-breed,ENGLISH
361,tie a yellow ribbon round the ole oak tree,Tony Orlando and Dawn,3:27,4,0.617,0.634,5,-10.982,1,0.0525,0.317,3.42e-06,0.0747,0.597,88.183,41,1973,42,9,tie  yellow ribbon round  ole oak tree,ENGLISH
362,one of a kind (love affair),The Spinners,3:34,4,0.608,0.428,1,-11.625,1,0.109,0.263,0.0,0.093,0.881,176.735,40,1973,27,6,one   kind love affair,ENGLISH
363,the twelfth of never,Donny Osmond,2:27,4,0.205,0.334,5,-10.765,1,0.0343,0.902,0.000346,0.133,0.354,171.317,39,1973,20,4, twelfth  never,ENGLISH
364,keep on truckin’,Eddie Kendricks,7:59,4,0.45,0.81,1,-9.762,1,0.0472,0.122,0.00963,0.0412,0.86,101.568,38,1973,16,3,keep  truckin’,ENGLISH
365,paper roses,Marie Osmond,2:38,4,0.359,0.504,8,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,38,1973,11,2,paper roses,ENGLISH
366,rockin’ pneumonia and the boogie woogie flu,Johnny Rivers,3:30,4,0.595,0.768,0,-10.372,1,0.0283,0.224,4.87e-05,0.3,0.971,110.829,37,1973,43,7,rockin’ pneumonia   boogie woogie flu,ENGLISH
367,the world is a ghetto,War,4:04,4,0.682,0.404,6,-12.51,0,0.0493,0.0367,0.000117,0.144,0.401,91.582,37,1973,21,5, world   ghetto,ENGLISH
368,funny face,Donna Fargo,2:46,3,0.541,0.249,2,-13.125,1,0.0339,0.813,5.59e-05,0.159,0.437,96.802,36,1973,10,2,funny face,ENGLISH
369,don’t expect me to be your friend,Lobo,3:35,4,0.607,0.419,2,-10.837,1,0.0279,0.181,0.000949,0.108,0.476,78.627,35,1973,33,7, expect     friend,ENGLISH
370,yes we can can,The Pointer Sisters,6:02,4,0.745,0.544,7,-14.06,1,0.21,0.0239,0.000524,0.0901,0.84,88.383,33,1973,14,4,yes  can can,ENGLISH
371,heartbeat – it’s a lovebeat,the DeFranco Family featuring Tony DeFranco,3:14,4,0.48,0.761,6,-9.895,0,0.0346,0.2,0.0,0.05,0.794,145.338,31,1973,27,5,heartbeat –   lovebeat,ENGLISH
372,daddy’s home,Jermaine Jackson,3:17,4,0.327,0.816,8,-7.88,1,0.318,0.804,0.00031,0.974,0.636,205.747,30,1973,12,2,daddy’s home,ENGLISH
373,playground in my mind,Clint Holmes,2:52,4,0.704,0.681,5,-7.4,1,0.0343,0.431,0.0,0.11,0.927,125.209,28,1973,21,4,playground   mind,ENGLISH
374,"oh, babe, what would you say?",Hurricane Smith,3:29,4,0.37,0.587,0,-7.111,1,0.0318,0.603,5.82e-06,0.12,0.598,151.152,28,1973,29,6,"oh, babe,  would you say?",ENGLISH
375,"say, has anybody seen my sweet gypsy rose",Tony Orlando and Dawn,2:55,4,0.53,0.708,1,-9.293,1,0.186,0.551,1.96e-05,0.1,0.634,170.545,28,1973,41,8,"say, has anybody seen  sweet gypsy rose",ENGLISH
376,keeper of the castle,The Four Tops,2:56,4,0.57,0.625,8,-7.548,1,0.0347,0.47,0.0,0.0922,0.962,78.342,27,1973,20,4,keeper   castle,ENGLISH
377,gypsy man,War,5:23,4,0.523,0.688,9,-8.442,0,0.0557,0.00511,0.195,0.259,0.778,126.921,25,1973,9,2,gypsy man,ENGLISH
378,you’re so vain,Carly Simon,4:18,4,0.665,0.594,0,-10.638,1,0.0293,0.0969,1.16e-05,0.0818,0.749,105.934,23,1973,14,3, so vain,FRENCH
379,ain’t no woman (like the one i’ve got),The Four Tops,2:37,4,0.519,0.71,9,-10.908,0,0.0362,0.665,0.963,0.0889,0.67,102.585,18,1973,38,8, no woman like  one  got,ENGLISH
380,could it be i’m falling in love,The Spinners,4:09,4,0.382,0.727,9,-6.677,0,0.0861,0.729,0.0,0.196,0.826,207.266,17,1973,31,7,    falling  love,ENGLISH
381,also sprach zarathustra (2001),Deodato,8:59,4,0.425,0.669,5,-9.481,1,0.0316,0.0844,0.916,0.9,0.324,114.751,15,1973,30,4,also sprach zarathustra 2001,GERMAN
382,i’m doin’ fine now,New York City,4:00,4,0.789,0.743,7,-12.758,0,0.0341,0.00162,0.455,0.0416,0.96,115.984,8,1973,18,4, doin’ fine now,ENGLISH
383,mockingbird,Carly Simon & James Taylor,4:10,4,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,86,1974,11,1,mockingbird,ENGLISH
384,come and get your love,Redbone,3:25,4,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,83,1974,22,5,come  get  love,ENGLISH
385,sweet home alabama,Lynyrd Skynyrd,4:43,4,0.596,0.606,7,-12.145,1,0.0255,0.181,0.000327,0.0863,0.886,97.785,81,1974,18,3,sweet home alabama,ENGLISH
386,"never, never gonna give you up",Barry White,3:33,4,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,79,1974,30,6,"never, never  give you up",ENGLISH
387,can’t get enough,Bad Company,3:39,4,0.659,0.629,0,-8.685,0,0.18,0.19,0.0,0.105,0.262,94.049,78,1974,16,3, get enough,ENGLISH
388,goodbye yellow brick road,Elton John,3:12,4,0.559,0.473,5,-7.712,1,0.0279,0.446,0.00141,0.154,0.397,121.227,76,1974,25,4,goodbye yellow brick road,ENGLISH
389,time in a bottle,Jim Croce,2:28,3,0.533,0.157,2,-16.838,1,0.0374,0.888,0.0,0.108,0.587,134.019,76,1974,16,4,time   bottle,ENGLISH
390,waterloo,ABBA,2:48,4,0.445,0.949,2,-4.682,1,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,75,1974,8,1,waterloo,ENGLISH
391,the joker,Steve Miller Band,4:24,4,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,75,1974,9,2, joker,ENGLISH
392,beach baby,The First Class,2:40,3,0.669,0.0809,0,-17.282,1,0.0365,0.983,0.41,0.114,0.0922,114.355,75,1974,10,2,beach baby,ENGLISH
393,bennie and the jets,Elton John,5:22,4,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,74,1974,19,4,bennie   jets,ENGLISH
394,jungle boogie,Kool & the Gang,2:54,4,0.538,0.52,7,-11.063,0,0.737,0.308,0.0,0.214,0.551,180.274,73,1974,13,2,jungle boogie,GERMAN
395,eres tú,Mocedades,4:02,4,0.639,0.399,5,-11.815,1,0.0248,0.484,0.00056,0.133,0.306,79.113,72,1974,7,2,eres tú,SPANISH
396,annie’s song,John Denver,3:00,3,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,71,1974,12,2,annie’s song,GERMAN
397,band on the run,Paul McCartney and Wings,5:13,4,0.479,0.601,7,-8.806,1,0.0319,0.0823,0.00141,0.111,0.669,124.966,71,1974,15,4,band   run,ENGLISH
398,nothing from nothing,Billy Preston,4:18,4,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,70,1974,20,3,nothing from nothing,ENGLISH
399,on and on,Gladys Knight & the Pips,7:26,3,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,70,1974,9,3,  ,ENGLISH
400,top of the world,The Carpenters,3:09,4,0.635,0.926,0,-5.589,1,0.15,0.0892,4.4e-06,0.0928,0.771,100.043,70,1974,16,4,top   world,ENGLISH
401,rock on,David Essex,3:14,3,0.449,0.296,0,-12.608,1,0.0361,0.892,0.000755,0.892,0.139,139.828,69,1974,7,2,rock ,GERMAN
402,hooked on a feeling,Blue Swede,2:52,4,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,68,1974,19,4,hooked   feeling,ENGLISH
403,sundown,Gordon Lightfoot,3:33,4,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,68,1974,7,1,sundown,ENGLISH
404,jet,Paul McCartney and Wings,5:45,4,0.791,0.557,7,-9.622,0,0.0698,0.54,0.0,0.103,0.284,119.973,68,1974,3,1,jet,FRENCH
405,rock the boat,The Hues Corporation,4:34,4,0.637,0.725,5,-5.073,1,0.0333,0.0702,0.00438,0.203,0.415,92.99,68,1974,13,3,rock  boat,ENGLISH
406,i’ll have to say i love you in a song,Jim Croce,2:34,4,0.537,0.447,9,-14.978,1,0.029,0.834,0.0101,0.107,0.717,133.794,66,1974,37,10, have  say  love you   song,ENGLISH
407,help me,Joni Mitchell,3:01,4,0.749,0.709,6,-6.385,1,0.259,0.155,0.0,0.329,0.564,78.53,66,1974,7,2,help ,ENGLISH
408,rikki don’t lose that number,Steely Dan,4:32,4,0.641,0.408,2,-14.971,1,0.0409,0.824,0.0022,0.0958,0.58,116.436,66,1974,28,5,rikki  lose  number,ENGLISH
409,i shot the sheriff,Eric Clapton,4:39,4,0.801,0.641,8,-9.355,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,64,1974,18,4, shot  sheriff,ENGLISH
410,feel like makin’ love,Roberta Flack,5:13,4,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,64,1974,21,4,feel like makin’ love,ENGLISH
411,the air that i breathe,The Hollies,4:17,4,0.279,0.473,4,-8.375,0,0.031,0.244,0.00162,0.158,0.244,167.778,64,1974,22,5, air   breathe,ENGLISH
412,you make me feel brand new,The Stylistics,4:48,4,0.453,0.359,7,-8.567,1,0.0247,0.849,3.02e-05,0.137,0.178,76.015,64,1974,26,6,you make  feel brand new,ENGLISH
413,tin man,America,3:29,4,0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02,63,1974,7,2,tin man,ENGLISH
414,americans,Byron MacGregor,5:13,4,0.614,0.763,4,-8.949,0,0.133,0.171,0.0,0.119,0.885,84.236,61,1974,9,1,americans,ENGLISH
415,don’t let the sun go down on me,Elton John,5:36,4,0.43,0.447,0,-8.522,1,0.0262,0.122,1.9e-06,0.0921,0.345,141.099,61,1974,31,8, let  sun go down  ,ENGLISH
416,lookin’ for a love,Bobby Womack,2:58,4,0.522,0.957,2,-4.924,1,0.0687,0.0515,0.0014,0.144,0.917,170.91,60,1974,18,4,lookin’   love,ENGLISH
417,seasons in the sun,Terry Jacks,3:28,4,0.648,0.646,6,-8.201,1,0.0502,0.627,4.9e-06,0.247,0.812,99.975,60,1974,18,4,seasons   sun,ENGLISH
418,the way we were,Barbra Streisand,3:31,3,0.264,0.32,9,-11.716,1,0.0325,0.885,0.00141,0.134,0.171,138.108,59,1974,15,4, way  were,ENGLISH
419,the most beautiful girl,Charlie Rich,2:41,4,0.576,0.318,7,-14.366,1,0.0286,0.661,7.47e-06,0.167,0.41,103.493,59,1974,23,4, most beautiful girl,ENGLISH
420,sunshine on my shoulders,John Denver,5:11,4,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,59,1974,24,4,sunshine   shoulders,ENGLISH
421,another saturday night,Cat Stevens,2:40,4,0.776,0.659,9,-7.767,1,0.051,0.434,0.0,0.0868,0.969,123.094,58,1974,22,3,another saturday night,ENGLISH
422,dark lady,Cher,3:03,4,0.552,0.98,2,-6.398,1,0.0704,0.00429,1.94e-06,0.13,0.485,109.005,58,1974,9,2,dark lady,ENGLISH
423,smokin’ in the boys room,Brownsville Station,3:27,4,0.387,0.939,2,-4.792,1,0.0731,0.00151,1.61e-06,0.346,0.635,134.748,57,1974,24,5,smokin’   boys room,ENGLISH
424,just you ‘n’ me,Chicago,3:09,4,0.549,0.573,4,-6.491,1,0.0302,0.615,0.000504,0.122,0.547,87.43,57,1974,15,4,just you ‘n’ ,ENGLISH
425,the bitch is back,Elton John,3:44,4,0.586,0.86,1,-6.752,1,0.0578,0.0372,0.0011,0.1,0.942,132.798,56,1974,17,4, bitch  back,ENGLISH
426,hollywood swinging,Kool & the Gang,4:39,4,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,56,1974,18,2,hollywood swinging,ENGLISH
427,be thankful for what you got,William DeVaughn,3:41,4,0.778,0.481,6,-13.136,0,0.0565,0.00345,0.0102,0.105,0.879,107.183,56,1974,28,6, thankful   you got,ENGLISH
428,hello it’s me,Todd Rundgren,4:24,4,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,55,1974,13,3,hello  ,ENGLISH
429,for the love of money,The O’Jays,7:19,4,0.679,0.802,0,-7.739,1,0.0406,0.236,2.33e-06,0.132,0.894,97.375,54,1974,21,5,  love  money,ENGLISH
430,you won’t see me,Anne Murray,3:19,4,0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,115.941,53,1974,16,4,you  see ,ENGLISH
431,back home again,John Denver,4:45,4,0.528,0.305,4,-11.671,1,0.0301,0.837,3.03e-06,0.113,0.549,117.828,52,1974,15,3,back home again,ENGLISH
432,tell me something good,Rufus & Chaka Khan,4:37,4,0.666,0.577,1,-7.916,1,0.22,0.659,0.0,0.569,0.783,74.29,52,1974,22,4,tell  something good,ENGLISH
433,the show must go on,Three Dog Night,4:37,4,0.304,0.686,11,-6.928,0,0.0346,0.414,0.0,0.112,0.175,83.382,52,1974,19,5, show must go ,ENGLISH
434,rock me gently,Andy Kim,3:28,4,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,51,1974,14,3,rock  gently,ENGLISH
435,sideshow,Blue Magic,4:11,4,0.586,0.337,7,-13.165,1,0.0347,0.837,0.0,0.628,0.543,133.229,51,1974,8,1,sideshow,ENGLISH
436,the streak,Ray Stevens,4:04,4,0.164,0.949,11,-2.588,0,0.0581,0.00028,0.0134,0.374,0.257,99.754,51,1974,10,2, streak,ENGLISH
437,dancing machine,The Jackson 5,2:41,4,0.776,0.794,6,-7.722,1,0.0723,0.133,2.35e-05,0.689,0.845,109.277,51,1974,15,2,dancing machine,ENGLISH
438,rock your baby,George McCrae,3:20,4,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,50,1974,14,3,rock  baby,ENGLISH
439,the entertainer,Marvin Hamlisch,3:41,4,0.611,0.912,0,-6.775,1,0.0398,0.105,0.0,0.117,0.77,101.307,50,1974,15,2, entertainer,ENGLISH
440,living for the city,Stevie Wonder,3:39,4,0.708,0.538,11,-10.28,1,0.0686,0.256,0.0,0.193,0.651,98.233,50,1974,19,4,living   city,ENGLISH
441,the loco-motion,Grand Funk Railroad,2:45,4,0.456,0.933,0,-5.212,1,0.153,0.375,0.0,0.563,0.367,125.051,49,1974,15,2, loco-motion,ENGLISH
442,whatever gets you thru the night,John Lennon with the Plastic Ono Band,3:27,4,0.574,0.853,2,-9.157,1,0.0763,0.531,0.581,0.543,0.755,126.313,49,1974,32,6,whatever gets you thru  night,ENGLISH
443,hang on in there baby,Johnny Bristol,3:53,4,0.593,0.855,7,-8.421,1,0.0775,0.336,2.1e-05,0.126,0.648,96.183,49,1974,21,5,hang   there baby,ENGLISH
444,the lord’s prayer,Sister Janet Mead,3:23,4,0.518,0.841,9,-5.744,1,0.0503,0.0203,0.0,0.0676,0.464,150.033,49,1974,17,3, lord’s prayer,ENGLISH
445,best thing that ever happened to me,Gladys Knight & the Pips,3:44,4,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0563,0.106,0.459,189.498,48,1974,35,7,best thing  ever happened  ,ENGLISH
446,midnight at the oasis,Maria Muldaur,5:20,4,0.637,0.64,8,-8.244,1,0.0385,0.191,0.782,0.0436,0.419,88.923,48,1974,21,4,midnight   oasis,ENGLISH
447,i honestly love you,Olivia Newton-John,3:40,4,0.355,0.112,10,-15.309,1,0.0362,0.959,0.000104,0.0674,0.153,134.893,48,1974,19,4, honestly love you,ENGLISH
448,the night chicago died,Paper Lace,3:23,4,0.767,0.45,0,-12.352,1,0.0824,0.347,0.0,0.113,0.809,106.847,48,1974,22,4, night chicago died,ENGLISH
449,tubular bells,Mike Oldfield,26:01,4,0.374,0.219,4,-19.104,0,0.0343,0.564,0.56,0.114,0.0579,103.535,47,1974,13,2,tubular bells,ENGLISH
450,you’re sixteen,Ringo Starr,2:49,4,0.665,0.629,8,-12.852,1,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,47,1974,14,2, sixteen,ENGLISH
451,show and tell,Al Wilson,3:27,4,0.37,0.418,2,-11.305,1,0.0266,0.303,0.0,0.0832,0.926,177.576,46,1974,13,3,show  tell,ENGLISH
452,oh my my,Ringo Starr,3:10,4,0.673,0.738,0,-4.808,1,0.03,0.019,0.0,0.214,0.713,124.987,46,1974,8,3,oh  ,ENGLISH
453,please come to boston,Dave Loggins,4:06,4,0.563,0.418,4,-8.503,1,0.0287,0.374,0.0,0.102,0.347,133.493,45,1974,21,4,please come  boston,ENGLISH
454,let me be there,Olivia Newton-John,3:01,4,0.589,0.487,2,-12.587,1,0.0328,0.251,2.9e-06,0.117,0.878,128.421,45,1974,15,4,let   there,ENGLISH
455,jazzman,Carole King,3:43,4,0.576,0.657,5,-10.484,1,0.0297,0.227,0.000909,0.231,0.812,118.354,43,1974,7,1,jazzman,FRENCH
456,tsop (the sound of philadelphia),MFSB featuring the Three Degrees,3:47,4,0.654,0.925,7,-4.365,0,0.0268,0.0249,0.0022,0.0572,0.963,113.403,42,1974,32,5,tsop  sound  philadelphia,ENGLISH
